Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT
2021-10-08,62.18,108.05,16.07,82.13,78.6,31.66,23.94,33.63,20.88
2021-10-07,60.66,105.68,15.36,79.3,75.9,31.02,23.38,32.48,21.3
2021-10-06,60.49,104.93,15.09,78.39,75.37,29.94,22.99,32.0,20.99
2021-10-05,61.62,105.86,15.38,77.35,74.3,30.59,23.41,32.77,21.62
2021-10-04,61.72,104.72,14.83,75.71,75.02,30.88,23.02,31.81,21.48
2021-10-01,60.93,104.33,14.24,72.57,73.62,30.36,22.28,31.15,20.62
2021-09-30,58.82,101.45,13.67,70.03,70.57,29.64,21.62,29.58,20.46
2021-09-29,59.88,103.33,13.79,69.96,70.31,30.33,22.16,30.03,20.74
2021-09-28,59.92,103.36,13.76,70.91,71.17,30.91,22.39,29.9,22.08
2021-09-27,59.3,102.97,13.66,71.13,70.78,30.19,22.14,30.19,22.34
2021-09-24,57.59,100.6,12.85,68.04,67.63,29.01,21.0,28.1,19.99
2021-09-23,57.08,100.06,12.73,68.61,67.17,28.88,20.81,27.96,19.47
2021-09-22,55.21,97.64,12.02,67.01,65.32,27.15,19.75,26.75,18.91
2021-09-21,53.64,94.85,11.41,64.34,63.32,26.93,19.48,25.43,18.39
2021-09-20,53.69,94.78,11.48,64.27,62.97,27.25,19.6,25.48,18.76
2021-09-17,55.16,96.76,12.0,66.02,65.6,28.31,20.27,26.94,18.83
2021-09-16,55.82,97.32,12.32,65.76,65.46,28.86,20.59,27.33,19.36
2021-09-15,56.42,98.24,12.63,66.03,66.51,29.24,20.8,27.88,20.58
2021-09-14,54.58,96.2,11.73,65.24,64.7,27.67,20.07,26.28,19.53
2021-09-13,55.37,97.97,12.08,67.26,66.18,28.11,20.44,26.65,19.97
2021-09-10,53.98,96.07,11.27,66.38,63.41,26.78,19.53,24.98,19.4
2021-09-09,54.09,96.0,11.35,66.74,63.54,26.62,19.32,25.07,19.87
2021-09-08,54.05,96.39,11.19,66.99,63.7,26.66,19.35,24.91,20.47
2021-09-07,54.55,97.06,11.58,68.74,65.52,27.83,19.91,25.66,20.32
2021-09-03,54.87,97.49,11.63,69.62,64.7,28.09,20.17,25.92,20.53
2021-09-02,55.08,97.71,11.72,69.92,65.2,28.61,20.46,26.58,19.83
2021-09-01,53.77,95.71,11.26,69.21,63.95,27.98,19.69,25.08,18.75
2021-08-31,54.52,96.77,11.75,71.09,66.31,28.04,19.98,25.69,18.33
2021-08-30,55.16,98.39,11.76,71.57,66.02,28.28,20.16,25.25,18.11
2021-08-27,55.77,98.64,12.01,72.61,67.11,29.08,20.55,25.66,18.62
2021-08-26,54.71,97.22,11.52,70.68,65.46,28.13,19.77,24.0,17.35
2021-08-25,55.46,98.51,11.8,72.18,66.34,28.45,20.17,24.63,17.46
2021-08-24,55.36,97.84,11.61,70.93,65.23,28.22,20.05,24.38,16.59
2021-08-23,54.91,96.73,11.3,68.8,63.11,27.49,19.21,23.47,16.56
2021-08-20,52.74,94.3,10.72,65.95,60.2,26.46,18.21,21.95,16.19
2021-08-19,52.73,94.29,10.68,66.27,60.24,26.44,18.15,22.09,16.25
2021-08-18,54.39,96.7,11.14,68.15,62.24,26.81,18.9,23.45,16.42
2021-08-17,55.56,100.73,11.49,69.97,63.51,27.19,19.17,24.08,17.03
2021-08-16,55.94,100.92,11.67,71.85,64.54,27.78,19.65,24.79,17.36
2021-08-13,56.77,101.96,12.1,73.89,66.25,28.35,20.13,25.79,17.94
2021-08-12,57.35,102.64,12.4,74.44,67.25,28.55,20.44,26.87,18.74
2021-08-11,58.35,102.85,12.4,74.41,66.84,28.98,20.63,26.84,19.17
2021-08-10,58.18,102.08,12.35,74.23,66.9,28.42,20.21,26.26,19.37
2021-08-09,57.2,100.25,11.82,73.01,66.0,27.99,19.69,25.61,19.14
2021-08-06,57.86,101.95,11.96,73.96,66.5,28.42,20.0,26.39,18.55
2021-08-05,57.2,101.23,11.79,73.37,65.71,27.92,19.48,26.19,18.11
2021-08-04,56.84,100.3,11.05,71.64,64.18,27.63,19.2,25.69,18.2
2021-08-03,58.2,102.6,11.55,76.07,69.01,28.9,20.37,26.43,17.89
2021-08-02,57.58,101.63,11.3,73.48,66.4,28.5,20.16,25.79,17.52
2021-07-30,57.57,101.81,11.59,73.43,66.97,28.83,20.68,26.1,18.39
2021-07-29,58.93,102.57,11.81,74.78,67.64,29.64,21.25,26.78,18.69
2021-07-28,58.22,101.18,11.78,75.22,67.3,29.32,21.09,26.9,20.75
2021-07-27,57.83,100.61,11.37,74.54,65.58,29.18,20.64,26.26,20.32
2021-07-26,58.48,100.95,11.83,74.32,65.54,29.46,20.69,27.12,20.87
2021-07-23,57.04,98.86,11.5,72.17,63.71,28.41,20.11,26.58,20.22
2021-07-22,57.11,98.82,11.7,72.31,63.48,27.98,20.55,27.01,20.44
2021-07-21,57.76,99.82,11.87,73.76,64.91,28.43,20.77,27.18,20.47
2021-07-20,55.96,96.53,11.34,71.13,62.57,27.24,20.07,25.37,19.49
2021-07-19,55.35,95.96,11.12,70.55,61.92,26.65,19.36,24.82,18.8
2021-07-16,57.32,98.62,11.75,74.48,64.88,27.87,20.06,25.94,18.95
2021-07-15,58.95,101.3,12.24,77.17,66.8,28.73,20.69,27.23,19.96
2021-07-14,59.53,101.97,12.52,78.54,67.67,29.55,21.45,27.83,20.51
2021-07-13,60.88,103.93,13.12,81.65,70.47,30.61,22.09,30.08,21.39
2021-07-12,61.17,104.28,13.33,82.4,71.68,31.22,22.42,29.99,21.4
2021-07-09,61.23,104.07,13.26,82.7,72.3,31.19,22.38,30.24,21.71
2021-07-08,60.14,102.6,12.95,80.79,70.26,30.53,21.61,29.66,21.34
2021-07-07,60.41,102.93,12.93,82.54,72.31,30.68,21.62,29.48,20.55
2021-07-06,61.37,103.99,13.21,84.45,74.7,31.17,22.23,30.51,20.68
2021-07-02,63.17,106.07,13.85,87.9,78.07,32.79,23.78,32.58,21.61
2021-07-01,63.26,106.21,14.17,87.09,77.81,33.07,23.8,32.86,22.14
2021-06-30,63.08,104.74,13.62,85.82,78.08,32.01,23.12,31.27,22.26
2021-06-29,62.62,103.76,13.33,85.11,76.92,31.88,22.67,31.3,21.16
2021-06-28,63.01,103.99,13.39,85.42,77.72,32.02,22.71,31.24,21.37
2021-06-25,64.66,107.3,14.07,90.04,82.09,33.35,23.94,32.91,22.03
2021-06-24,64.52,107.14,13.85,89.69,81.73,33.26,23.8,31.74,21.4
2021-06-23,64.26,106.27,13.56,88.26,80.85,32.88,23.51,30.96,20.67
2021-06-22,63.79,106.4,13.47,87.97,80.98,33.02,23.49,30.01,20.35
2021-06-21,62.59,106.05,13.44,87.35,79.98,33.12,23.35,29.5,20.41
2021-06-18,60.4,103.03,12.57,84.17,76.02,31.29,21.99,27.99,19.34
2021-06-17,61.99,107.07,12.89,86.66,78.58,32.47,22.72,28.22,20.49
2021-06-16,64.1,109.67,13.66,90.74,81.46,34.04,24.1,30.54,21.28
2021-06-15,64.33,110.3,13.84,92.1,82.3,34.19,24.19,29.2,21.85
2021-06-14,62.07,107.97,13.42,91.44,81.95,34.05,23.6,28.28,22.4
2021-06-11,62.17,107.91,13.46,90.97,81.29,34.89,24.03,28.33,23.02
2021-06-10,62.75,108.41,13.47,91.64,81.94,34.94,23.91,28.33,22.53
2021-06-09,62.65,107.78,13.36,92.45,81.93,35.76,24.26,28.35,22.4
2021-06-08,62.13,108.73,13.59,92.56,83.26,35.9,24.41,29.19,22.5
2021-06-07,61.05,107.75,13.68,92.41,82.69,35.83,24.3,29.16,21.84
2021-06-04,61.45,108.45,13.8,91.48,83.24,36.42,24.72,29.14,21.45
2021-06-03,61.18,107.59,13.8,89.21,83.32,36.52,24.7,29.28,21.41
2021-06-02,60.94,108.08,13.89,89.62,84.39,35.46,24.35,29.23,21.73
2021-06-01,60.46,106.65,13.76,86.85,82.18,32.93,23.34,28.47,21.77
2021-05-28,58.37,103.79,12.11,84.22,80.4,31.33,22.45,25.96,20.88
2021-05-27,58.56,103.01,12.09,84.41,80.79,31.34,22.52,26.07,20.76
2021-05-26,58.94,104.12,11.9,83.37,79.09,31.55,22.28,25.29,21.23
2021-05-25,58.26,103.87,11.66,83.23,77.33,31.24,21.94,24.62,20.62
2021-05-24,59.61,105.6,11.97,85.51,78.31,31.7,22.51,25.44,21.4
2021-05-21,58.92,104.12,11.6,84.29,77.2,31.95,22.46,25.12,22.38
2021-05-20,58.84,103.56,11.53,85.1,76.99,31.77,22.38,24.95,22.01
2021-05-19,58.98,103.2,11.61,85.73,77.28,32.0,22.54,25.07,22.36
2021-05-18,60.43,106.18,11.93,86.76,79.58,33.07,23.29,25.87,22.72
2021-05-17,62.19,110.81,12.25,88.7,81.62,34.05,23.78,26.39,23.13
2021-05-14,60.77,109.47,11.8,87.7,81.21,32.81,23.06,25.1,21.39
2021-05-13,59.3,106.68,11.07,84.35,78.5,31.76,22.37,23.71,20.14
2021-05-12,60.04,107.37,11.54,85.34,79.97,32.1,22.63,25.12,20.87
2021-05-11,60.59,106.7,11.49,83.63,77.69,31.26,22.61,24.53,20.93
2021-05-10,62.58,109.57,11.65,85.59,79.64,31.63,22.74,26.63,20.95
2021-05-07,62.43,110.02,11.89,86.04,80.49,31.89,22.95,27.39,20.69
2021-05-06,61.55,109.02,11.5,85.61,80.46,30.73,22.17,26.65,18.41
2021-05-05,60.97,108.96,11.7,84.99,80.06,30.34,22.0,27.05,20.18
2021-05-04,59.19,106.11,11.32,83.03,78.16,28.39,20.96,25.86,19.91
2021-05-03,58.82,105.53,11.13,83.94,78.15,28.22,20.66,26.14,19.75
2021-04-30,57.24,103.07,11.26,80.91,73.96,27.05,19.56,25.36,19.1
2021-04-29,58.94,106.9,11.73,81.12,74.86,27.82,20.36,25.94,19.33
2021-04-28,58.11,105.22,11.75,80.1,74.12,27.36,20.14,26.1,19.54
2021-04-27,56.41,102.7,11.04,78.1,71.82,26.18,19.32,25.09,18.64
2021-04-26,55.68,101.52,10.78,76.5,70.52,26.37,19.43,24.9,18.32
2021-04-23,55.57,101.55,10.67,76.49,70.18,25.71,19.06,24.65,17.72
2021-04-22,55.27,100.95,10.33,74.95,68.48,25.25,19.22,24.1,17.73
2021-04-21,56.0,102.73,10.44,77.02,70.3,25.73,19.1,24.45,17.38
2021-04-20,55.29,101.33,10.11,75.42,68.68,25.25,19.81,23.2,17.38
2021-04-19,56.48,103.26,10.63,77.94,70.85,26.53,20.67,24.54,17.52
2021-04-16,56.66,102.96,10.53,78.69,72.5,26.29,20.69,24.38,17.55
2021-04-15,56.98,103.42,10.84,79.02,71.39,26.66,21.08,24.86,17.67
2021-04-14,57.32,104.27,11.09,79.39,72.28,27.31,21.66,25.55,17.62
2021-04-13,55.71,102.24,10.76,77.62,70.28,26.04,20.68,24.29,16.87
2021-04-12,55.5,101.78,10.77,77.62,70.3,26.54,21.02,24.23,16.8
2021-04-09,55.87,102.92,10.91,79.03,71.09,26.76,21.07,24.59,17.19
2021-04-08,56.0,103.02,10.9,78.42,72.88,27.06,21.35,24.73,17.72
2021-04-07,56.59,104.19,10.94,80.0,74.41,27.35,21.42,25.3,18.06
2021-04-06,56.34,103.58,11.14,80.85,74.18,27.44,21.26,25.35,18.45
2021-04-05,56.5,104.51,11.19,82.06,74.62,27.55,21.32,25.31,18.1
2021-04-01,57.39,105.75,11.79,83.16,75.3,28.1,21.92,27.38,18.96
2021-03-31,55.83,104.79,10.68,81.54,71.6,27.19,21.46,26.62,18.58
2021-03-30,56.69,105.93,10.98,82.31,71.78,27.22,21.5,27.33,18.23
2021-03-29,57.4,106.92,10.9,82.53,71.86,27.7,21.24,27.0,19.27
2021-03-26,57.71,107.48,11.09,84.31,73.11,28.31,21.79,27.76,19.71
2021-03-25,56.18,105.07,10.53,82.44,72.42,27.4,21.2,26.7,18.59
2021-03-24,56.34,104.7,10.44,82.03,71.78,27.42,21.3,27.06,17.54
2021-03-23,55.22,101.97,10.17,78.98,70.08,26.67,20.81,26.59,17.94
2021-03-22,55.91,102.54,10.83,80.58,72.28,27.65,21.54,27.46,18.47
2021-03-19,56.49,103.38,11.02,82.26,73.7,27.05,21.79,28.1,18.47
2021-03-18,56.81,104.12,10.68,81.37,73.7,27.25,22.17,26.62,17.6
2021-03-17,59.37,108.03,11.66,85.46,79.14,28.31,23.35,29.04,18.85
2021-03-16,59.11,107.64,11.46,84.93,79.32,28.06,22.87,28.17,18.64
2021-03-15,60.39,110.25,12.05,87.84,81.83,29.12,23.97,29.3,18.68
2021-03-12,61.97,111.56,12.2,88.66,82.42,29.01,24.02,30.63,18.75
2021-03-11,61.31,111.19,12.51,87.73,82.48,29.4,23.84,30.98,19.44
2021-03-10,61.77,111.37,12.22,88.44,81.37,29.95,24.14,29.36,18.77
2021-03-09,59.93,109.5,12.0,85.4,76.58,29.35,23.47,28.65,17.72
2021-03-08,60.87,109.75,12.38,88.47,80.56,29.71,24.36,29.77,17.37
2021-03-05,60.93,109.0,12.98,87.35,79.03,29.07,23.84,31.23,17.98
2021-03-04,58.71,104.5,12.36,84.41,76.37,28.58,22.08,29.9,18.31
