Date,XOM,CVX,Spread,Ratio,Log_XOM,Log_CVX
2021-03-29,57.4,106.92,49.52,1.86271777,-0.00538617,-0.00522389
2021-03-26,57.71,107.48,49.77,1.862415526,0.02686965,0.02267799
2021-03-25,56.18,105.07,48.89,1.870238519,-0.00284394,0.00352768
2021-03-24,56.34,104.7,48.36,1.858359957,0.02007956,0.02642047
2021-03-23,55.22,101.97,46.75,1.846613546,-0.01241805,-0.00557431
2021-03-22,55.91,102.54,46.63,1.834018959,-0.01032038,-0.00815855
2021-03-19,56.49,103.38,46.89,1.830058417,-0.00564874,-0.00713256
2021-03-18,56.81,104.12,47.31,1.83277592,-0.04407668,-0.03686489
2021-03-17,59.37,108.03,48.66,1.819605862,0.00438893,0.00361664
2021-03-16,59.11,107.64,48.53,1.821011673,-0.02142341,-0.02395819
2021-03-15,60.39,110.25,49.86,1.825633383,-0.02582687,-0.01181205
2021-03-12,61.97,111.56,49.59,1.800225916,0.01070744,0.00332211
2021-03-11,61.31,111.19,49.88,1.81357038,-0.00747485,-0.00161754
2021-03-10,61.77,111.37,49.6,1.802978792,0.0302406,0.01693344
2021-03-09,59.93,109.5,49.57,1.827131654,-0.01556323,-0.0022805
2021-03-08,60.87,109.75,48.88,1.803022836,-0.00098522,0.00685717
2021-03-05,60.93,109.0,48.07,1.788938126,0.03711559,0.04216081
2021-03-04,58.71,104.5,45.79,1.779935275,0.0,0.0
