Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT
2022-09-27,0.02074079,0.00042556,0.01412453,0.02739897,0.03295787,0.00353774,0.01912104,0.01116754,-0.00228804
2022-09-26,-0.02085741,-0.02667011,-0.03768764,-0.02437683,-0.0270096,-0.03311368,-0.05305065,-0.01457877,-0.04663543
2022-09-23,-0.05468695,-0.06756891,-0.11585322,-0.07940477,-0.0674737,-0.08827249,-0.0909364,-0.05224636,-0.07851277
2022-09-22,-0.00418687,-0.00077444,-0.02371017,0.01222958,0.01933243,0.01714855,-0.00592594,-0.01284539,-0.01688554
2022-09-21,-0.01624988,-0.00815964,-0.02277287,-0.02371076,-0.01775111,-0.02418625,-0.0197447,-0.02520612,-0.02544999
2022-09-20,-0.00818794,-0.00395939,-0.0065777,0.01562248,0.02593384,-0.01213388,-0.0267921,-0.00620349,-0.0166138
2022-09-19,-0.00010729,0.00287219,-0.01112188,0.01475497,0.00200832,0.01551622,0.00636494,0.00418313,0.02741071
2022-09-16,-0.0172308,-0.02630486,-0.02187941,-0.01402237,-0.00667878,-0.0323105,-0.04202737,-0.01050203,-0.04312936
2022-09-15,-0.02950863,-0.01636395,-0.02068021,-0.04921467,-0.04126313,-0.01527512,-0.03344793,-0.03190232,-0.05087732
2022-09-14,0.02424989,0.02392577,0.03231479,-0.00185874,-0.01575263,0.04498281,0.0419877,0.02806884,0.05462733
2022-09-13,-0.02363539,-0.0191985,-0.02644967,-0.03870276,-0.02589027,-0.04274372,-0.03803252,-0.02209867,-0.04868083
2022-09-12,0.01143694,0.0156917,0.0317487,0.01723113,0.00817335,0.01253149,0.02068809,0.01797496,0.03953886
2022-09-09,0.01661393,0.02545085,0.02848537,0.02414465,0.012342,0.03804108,0.04305814,0.01535893,0.02619322
2022-09-08,0.00814604,0.0054009,0.02731221,-0.00452831,-0.00614564,0.02951165,-0.00945882,-0.01261167,0.0236316
2022-09-07,-0.0085674,-0.0128753,-0.02379176,-0.00508437,-0.0014197,-0.00806239,-0.02886798,-0.0219191,0.01246872
2022-09-06,-0.00671777,-0.00463537,-0.00741756,-0.01940479,-0.00917923,-0.01882596,-0.01646266,-0.02786763,-0.03991469
2022-09-02,0.01815737,0.01474228,0.03120933,0.02437331,0.02833657,0.03257095,0.03630594,0.00539478,0.02072945
2022-09-01,-0.01815737,-0.01607177,-0.02653096,-0.03561444,-0.05691736,-0.03467014,-0.04029663,-0.03730705,-0.03166772
2022-08-31,-0.00750394,-0.01606662,0.00039085,-0.00768335,-0.00773978,-0.01379691,-0.00727516,-0.01412512,0.01964783
2022-08-30,-0.03879731,-0.0246592,-0.04621789,-0.03327277,-0.04465434,-0.04301194,-0.04980949,-0.04414379,-0.06484517
2022-08-29,0.0227294,0.00743815,0.02379716,0.01100453,0.01255622,0.02406131,0.02539819,0.02298334,0.00682186
2022-08-26,-0.01238846,-0.00737741,-0.00799547,-0.01752827,-0.01206996,-0.01884715,-0.02445731,-0.01256519,0.00383258
2022-08-25,0.00516013,0.00872462,0.00303836,0.01546921,0.01010274,0.00649353,0.00661107,-0.00575676,-0.00423516
2022-08-24,0.00590092,0.00738056,0.02230862,0.01044737,8.189e-05,0.01387685,0.01399514,0.01506417,0.0379416
2022-08-23,0.04156632,0.03192595,0.04210312,0.03540784,0.02470694,0.06399666,0.06723273,0.06668203,-0.02640417
2022-08-22,-0.00074432,-0.00502242,0.00773777,-0.00237731,0.00488052,-0.0054025,-0.0068283,-0.03221487,0.02933489
2022-08-19,-0.0031837,-0.0083989,-0.00570731,-0.00282279,-0.00202242,-0.00026936,-0.01486012,0.09421666,-0.01125715
2022-08-18,0.02336906,0.00833549,0.04958316,-0.01321704,0.0087935,0.04771345,0.05619262,0.02988099,0.02370326
2022-08-17,0.00805841,0.00821373,0.01549751,0.00569103,0.03843631,-0.00507186,-0.00035455,-0.00853895,-0.00169671
2022-08-16,-0.00935908,-0.00255412,-0.01464281,0.00224065,0.01207508,-0.00504627,-0.00917438,-0.01298415,0.04197934
2022-08-15,-0.01803398,-0.01920099,-0.02824213,-0.00937716,-0.0285306,-0.03786461,-0.03723284,-0.02137392,-0.02056065
2022-08-12,0.00865436,0.00143989,0.00625393,0.01872987,0.00959533,0.00675404,-0.00067659,0.00060874,0.00847923
2022-08-11,0.01884804,0.0240945,0.06791799,0.03104411,0.0206339,0.05488078,0.04001914,0.04403668,0.05129329
2022-08-10,0.00944854,0.00263471,0.01715618,0.0011685,0.00980091,-0.00200258,0.0035261,0.00718451,0.0138859
2022-08-09,0.01826942,0.01295271,0.00593745,0.02043418,0.03944121,0.00976458,0.01101059,0.03871451,0.03727434
2022-08-08,0.00563699,-0.00149813,0.0027523,0.00047744,0.01324648,-0.00028856,0.00752827,0.01730409,-0.02248361
2022-08-05,0.01434778,0.01640564,0.01387626,0.01334074,0.00630616,0.02069743,0.01888905,0.02661787,0.02466305
2022-08-04,-0.04298962,-0.02753844,-0.06404352,-0.0340185,-0.03281147,-0.04576997,-0.04165773,-0.05962086,-0.03665332
2022-08-03,-0.03295992,-0.02403931,-0.04234115,-0.0234625,-0.0469289,-0.03184542,-0.00596179,-0.0646,0.02149604
2022-08-02,-0.00434899,-0.00857193,-0.00459579,0.00057133,0.02092725,0.00793546,0.01443941,-0.00260956,-0.01021508
2022-08-01,-0.0256009,-0.02016782,-0.03320658,-0.01711187,-0.00108391,-0.01715962,-0.03862021,-0.00794019,-0.03984776
2022-07-29,0.04526805,0.08529214,0.03487533,0.01118593,0.01144011,0.03629763,0.02278317,0.04845562,0.02950202
2022-07-28,0.01161731,0.00754217,0.00292704,-0.00374256,-0.01800872,-0.01721308,-0.00869117,-0.0022325,-0.06102358
2022-07-27,0.02141362,0.01308266,0.04146779,0.02742727,0.03532517,0.02029821,0.02986345,0.01137377,-0.00285683
2022-07-26,-0.00389734,-0.00784318,-0.01171634,-0.01489721,-0.01557994,-0.01588441,-0.01346106,-0.03700612,0.01303166
2022-07-25,0.03276019,0.02931839,0.06367608,0.03155644,0.04969617,0.03088398,0.03436272,0.05341191,0.06308708
2022-07-22,-0.00766463,-0.00835669,-0.0186751,-0.0080123,-0.00124898,0.04192754,-0.02446165,-0.0152774,-0.00496044
2022-07-21,-0.01683751,-0.00767337,-0.03372103,-0.01906369,-0.04808123,-0.01505119,-0.03902934,-0.02469261,0.02941037
