Date,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT,XOM,CVX,MRO,PSX,VLO,SLB,HAL,OXY,EQT,XOM,CVX,Spread,Ratio,Log_XOM,Log_CVX
2022-10-13,101.87,165.28,28.33,96.9,120.86,44.19,31.11,68.0,44.37,0.03435185,0.04732705,0.03191951,0.0417254,0.0479631,0.05035282,0.04302092,0.04342956,0.01865386,101.87,165.28,63.41,1.622459998,0.03435185,0.04732705
2022-10-12,98.43,157.64,27.44,92.94,115.2,42.02,29.8,65.11,43.55,0.00437816,0.00298593,0.01468455,0.02837379,0.04901154,0.00620675,0.0080863,0.01672642,0.0,98.43,157.64,59.21,1.601544245,0.00437816,0.00298593
2022-10-11,98.0,157.17,27.04,90.34,109.69,41.76,29.56,64.03,43.55,-0.0085349,0.00019089,-0.01759576,-0.00848724,-0.01060994,-0.00882113,0.00033835,-0.02468118,0.01807278,98.0,157.17,59.17,1.60377551,-0.0085349,0.00019089
2022-10-10,98.84,157.14,27.52,91.11,110.86,42.13,29.55,65.63,42.77,-0.02191512,-0.01822417,-0.01514634,-0.01514108,-0.02599862,-0.01085941,-0.02868776,-0.0616011,-0.00930889,98.84,157.14,58.3,1.589842169,-0.02191512,-0.01822417
2022-10-07,101.03,160.03,27.94,92.5,113.78,42.59,30.41,69.8,43.17,-0.01014337,-0.00864837,-0.0110341,-0.00925434,-0.04670377,0.00235073,0.01992759,-0.0099787,-0.01767926,101.03,160.03,59.0,1.583984955,-0.01014337,-0.00864837
2022-10-06,102.06,161.42,28.25,93.36,119.22,42.49,29.81,70.5,43.94,0.02922964,0.01806581,0.0382442,0.00806586,0.00952348,0.02189,0.01930627,0.03993586,-0.03136458,102.06,161.42,59.36,1.581618656,0.02922964,0.01806581
2022-10-05,99.12,158.53,27.19,92.61,118.09,41.57,29.24,67.74,45.34,0.03961627,0.00569334,0.02570453,0.02459544,0.00432809,0.06074491,0.03905657,0.02344966,0.00952916,99.12,158.53,59.41,1.599374496,0.03961627,0.00569334
2022-10-04,95.27,157.63,26.5,90.36,117.58,39.12,28.12,66.17,44.91,0.03579633,0.03814789,0.05946963,0.06610386,0.04585605,0.02118395,0.06387492,0.03240704,0.07296104,95.27,157.63,62.36,1.654560722,0.03579633,0.03814789
2022-10-03,91.92,151.73,24.97,84.58,112.31,38.3,26.38,64.06,41.75,0.05145363,0.05458362,0.10061055,0.04671146,0.04983692,0.0647126,0.06904703,0.04159631,0.02424361,91.92,151.73,59.81,1.6506745,0.05145363,0.05458362
2022-09-30,87.31,143.67,22.58,80.72,106.85,35.9,24.62,61.45,40.75,-0.01556938,-0.00762727,-0.00969598,0.00111559,-0.00364333,-0.00194796,-0.00081202,-0.01068317,0.03039596,87.31,143.67,56.36,1.645515978,-0.01556938,-0.00762727
2022-09-29,88.68,144.77,22.8,80.63,107.24,35.97,24.64,62.11,39.53,-0.00202771,-0.00695236,0.00571807,-0.00950448,-0.01444202,0.01484413,-0.00405023,0.01133432,-0.03186727,88.68,144.77,56.09,1.632498872,-0.00202771,-0.00695236
2022-09-28,88.86,145.78,22.67,81.4,108.8,35.44,24.74,61.41,40.81,0.03574264,0.03319691,0.05811894,0.06575138,0.07270906,0.04206901,0.04041787,0.04803325,0.03795712,88.86,145.78,56.92,1.640558181,0.03574264,0.03319691
2022-09-27,85.74,141.02,21.39,76.22,101.17,33.98,23.76,58.53,39.29,0.02074079,0.00042556,0.01412453,0.02739897,0.03295787,0.00353774,0.01912104,0.01116754,-0.00228804,85.74,141.02,55.28,1.644739911,0.02074079,0.00042556
2022-09-26,83.98,140.96,21.09,74.16,97.89,33.86,23.31,57.88,39.38,-0.02085741,-0.02667011,-0.03768764,-0.02437683,-0.0270096,-0.03311368,-0.05305065,-0.01457877,-0.04663543,83.98,140.96,56.98,1.67849488,-0.02085741,-0.02667011
2022-09-23,85.75,144.77,21.9,75.99,100.57,35.0,24.58,58.73,41.26,-0.05468695,-0.06756891,-0.11585322,-0.07940477,-0.0674737,-0.08827249,-0.0909364,-0.05224636,-0.07851277,85.75,144.77,59.02,1.688279883,-0.05468695,-0.06756891
2022-09-22,90.57,154.89,24.59,82.27,107.59,38.23,26.92,61.88,44.63,-0.00418687,-0.00077444,-0.02371017,0.01222958,0.01933243,0.01714855,-0.00592594,-0.01284539,-0.01688554,90.57,154.89,64.32,1.71016893,-0.00418687,-0.00077444
2022-09-21,90.95,155.01,25.18,81.27,105.53,37.58,27.08,62.68,45.39,-0.01624988,-0.00815964,-0.02277287,-0.02371076,-0.01775111,-0.02418625,-0.0197447,-0.02520612,-0.02544999,90.95,155.01,64.06,1.704343046,-0.01624988,-0.00815964
2022-09-20,92.44,156.28,25.76,83.22,107.42,38.5,27.62,64.28,46.56,-0.00818794,-0.00395939,-0.0065777,0.01562248,0.02593384,-0.01213388,-0.0267921,-0.00620349,-0.0166138,92.44,156.28,63.84,1.690610125,-0.00818794,-0.00395939
2022-09-19,93.2,156.9,25.93,81.93,104.67,38.97,28.37,64.68,47.34,-0.00010729,0.00287219,-0.01112188,0.01475497,0.00200832,0.01551622,0.00636494,0.00418313,0.02741071,93.2,156.9,63.7,1.683476395,-0.00010729,0.00287219
2022-09-16,93.21,156.45,26.22,80.73,104.46,38.37,28.19,64.41,46.06,-0.0172308,-0.02630486,-0.02187941,-0.01402237,-0.00667878,-0.0323105,-0.04202737,-0.01050203,-0.04312936,93.21,156.45,63.24,1.678467976,-0.0172308,-0.02630486
2022-09-15,94.83,160.62,26.8,81.87,105.16,39.63,29.4,65.09,48.09,-0.02950863,-0.01636395,-0.02068021,-0.04921467,-0.04126313,-0.01527512,-0.03344793,-0.03190232,-0.05087732,94.83,160.62,65.79,1.693767795,-0.02950863,-0.01636395
2022-09-14,97.67,163.27,27.36,86.0,109.59,40.24,30.4,67.2,50.6,0.02424989,0.02392577,0.03231479,-0.00185874,-0.01575263,0.04498281,0.0419877,0.02806884,0.05462733,97.67,163.27,65.6,1.671649432,0.02424989,0.02392577
2022-09-13,95.33,159.41,26.49,86.16,111.33,38.47,29.15,65.34,47.91,-0.02363539,-0.0191985,-0.02644967,-0.03870276,-0.02589027,-0.04274372,-0.03803252,-0.02209867,-0.04868083,95.33,159.41,64.08,1.672191335,-0.02363539,-0.0191985
2022-09-12,97.61,162.5,27.2,89.56,114.25,40.15,30.28,66.8,50.3,0.01143694,0.0156917,0.0317487,0.01723113,0.00817335,0.01253149,0.02068809,0.01797496,0.03953886,97.61,162.5,64.89,1.664788444,0.01143694,0.0156917
2022-09-09,96.5,159.97,26.35,88.03,113.32,39.65,29.66,65.61,48.35,0.01661393,0.02545085,0.02848537,0.02414465,0.012342,0.03804108,0.04305814,0.01535893,0.02619322,96.5,159.97,63.47,1.657720207,0.01661393,0.02545085
2022-09-08,94.91,155.95,25.61,85.93,111.93,38.17,28.41,64.61,47.1,0.00814604,0.0054009,0.02731221,-0.00452831,-0.00614564,0.02951165,-0.00945882,-0.01261167,0.0236316,94.91,155.95,61.04,1.643135602,0.00814604,0.0054009
2022-09-07,94.14,155.11,24.92,86.32,112.62,37.06,28.68,65.43,46.0,-0.0085674,-0.0128753,-0.02379176,-0.00508437,-0.0014197,-0.00806239,-0.02886798,-0.0219191,0.01246872,94.14,155.11,60.97,1.647652433,-0.0085674,-0.0128753
2022-09-06,94.95,157.12,25.52,86.76,112.78,37.36,29.52,66.88,45.43,-0.00671777,-0.00463537,-0.00741756,-0.01940479,-0.00917923,-0.01882596,-0.01646266,-0.02786763,-0.03991469,94.95,157.12,62.17,1.654765666,-0.00671777,-0.00463537
2022-09-02,95.59,157.85,25.71,88.46,113.82,38.07,30.01,68.77,47.28,0.01815737,0.01474228,0.03120933,0.02437331,0.02833657,0.03257095,0.03630594,0.00539478,0.02072945,95.59,157.85,62.26,1.65132336,0.01815737,0.01474228
2022-09-01,93.87,155.54,24.92,86.33,110.64,36.85,28.94,68.4,46.31,-0.01815737,-0.01607177,-0.02653096,-0.03561444,-0.05691736,-0.03467014,-0.04029663,-0.03730705,-0.03166772,93.87,155.54,61.67,1.656972409,-0.01815737,-0.01607177
2022-08-31,95.59,158.06,25.59,89.46,117.12,38.15,30.13,71.0,47.8,-0.00750394,-0.01606662,0.00039085,-0.00768335,-0.00773978,-0.01379691,-0.00727516,-0.01412512,0.01964783,95.59,158.06,62.47,1.653520243,-0.00750394,-0.01606662
2022-08-30,96.31,160.62,25.58,90.15,118.03,38.68,30.35,72.01,46.87,-0.03879731,-0.0246592,-0.04621789,-0.03327277,-0.04465434,-0.04301194,-0.04980949,-0.04414379,-0.06484517,96.31,160.62,64.31,1.667739591,-0.03879731,-0.0246592
2022-08-29,100.12,164.63,26.79,93.2,123.42,40.38,31.9,75.26,50.01,0.0227294,0.00743815,0.02379716,0.01100453,0.01255622,0.02406131,0.02539819,0.02298334,0.00682186,100.12,164.63,64.51,1.644326808,0.0227294,0.00743815
2022-08-26,97.87,163.41,26.16,92.18,121.88,39.42,31.1,73.55,49.67,-0.01238846,-0.00737741,-0.00799547,-0.01752827,-0.01206996,-0.01884715,-0.02445731,-0.01256519,0.00383258,97.87,163.41,65.54,1.66966384,-0.01238846,-0.00737741
2022-08-25,99.09,164.62,26.37,93.81,123.36,40.17,31.87,74.48,49.48,0.00516013,0.00872462,0.00303836,0.01546921,0.01010274,0.00649353,0.00661107,-0.00575676,-0.00423516,99.09,164.62,65.53,1.661317994,0.00516013,0.00872462
2022-08-24,98.58,163.19,26.29,92.37,122.12,39.91,31.66,74.91,49.69,0.00590092,0.00738056,0.02230862,0.01044737,8.189e-05,0.01387685,0.01399514,0.01506417,0.0379416,98.58,163.19,64.61,1.655406776,0.00590092,0.00738056
2022-08-23,98.0,161.99,25.71,91.41,122.11,39.36,31.22,73.79,47.84,0.04156632,0.03192595,0.04210312,0.03540784,0.02470694,0.06399666,0.06723273,0.06668203,-0.02640417,98.0,161.99,63.99,1.652959184,0.04156632,0.03192595
2022-08-22,94.01,156.9,24.65,88.23,119.13,36.92,29.19,69.03,49.12,-0.00074432,-0.00502242,0.00773777,-0.00237731,0.00488052,-0.0054025,-0.0068283,-0.03221487,0.02933489,94.01,156.9,62.89,1.668971386,-0.00074432,-0.00502242
2022-08-19,94.08,157.69,24.46,88.44,118.55,37.12,29.39,71.29,47.7,-0.0031837,-0.0083989,-0.00570731,-0.00282279,-0.00202242,-0.00026936,-0.01486012,0.09421666,-0.01125715,94.08,157.69,63.61,1.676126701,-0.0031837,-0.0083989
2022-08-18,94.38,159.02,24.6,88.69,118.79,37.13,29.83,64.88,48.24,0.02336906,0.00833549,0.04958316,-0.01321704,0.0087935,0.04771345,0.05619262,0.02988099,0.02370326,94.38,159.02,64.64,1.684890867,0.02336906,0.00833549
2022-08-17,92.2,157.7,23.41,89.87,117.75,35.4,28.2,62.97,47.11,0.00805841,0.00821373,0.01549751,0.00569103,0.03843631,-0.00507186,-0.00035455,-0.00853895,-0.00169671,92.2,157.7,65.5,1.710412148,0.00805841,0.00821373
2022-08-16,91.46,156.41,23.05,89.36,113.31,35.58,28.21,63.51,47.19,-0.00935908,-0.00255412,-0.01464281,0.00224065,0.01207508,-0.00504627,-0.00917438,-0.01298415,0.04197934,91.46,156.41,64.95,1.710146512,-0.00935908,-0.00255412
2022-08-15,92.32,156.81,23.39,89.16,111.95,35.76,28.47,64.34,45.25,-0.01803398,-0.01920099,-0.02824213,-0.00937716,-0.0285306,-0.03786461,-0.03723284,-0.02137392,-0.02056065,92.32,156.81,64.49,1.698548527,-0.01803398,-0.01920099
2022-08-12,94.0,159.85,24.06,90.0,115.19,37.14,29.55,65.73,46.19,0.00865436,0.00143989,0.00625393,0.01872987,0.00959533,0.00675404,-0.00067659,0.00060874,0.00847923,94.0,159.85,65.85,1.700531915,0.00865436,0.00143989
2022-08-11,93.19,159.62,23.91,88.33,114.09,36.89,29.57,65.69,45.8,0.01884804,0.0240945,0.06791799,0.03104411,0.0206339,0.05488078,0.04001914,0.04403668,0.05129329,93.19,159.62,66.43,1.712844726,0.01884804,0.0240945
2022-08-10,91.45,155.82,22.34,85.63,111.76,34.92,28.41,62.86,43.51,0.00944854,0.00263471,0.01715618,0.0011685,0.00980091,-0.00200258,0.0035261,0.00718451,0.0138859,91.45,155.82,64.37,1.703881903,0.00944854,0.00263471
2022-08-09,90.59,155.41,21.96,85.53,110.67,34.99,28.31,62.41,42.91,0.01826942,0.01295271,0.00593745,0.02043418,0.03944121,0.00976458,0.01101059,0.03871451,0.03727434,90.59,155.41,64.82,1.715531516,0.01826942,0.01295271
2022-08-08,88.95,153.41,21.83,83.8,106.39,34.65,28.0,60.04,41.34,0.00563699,-0.00149813,0.0027523,0.00047744,0.01324648,-0.00028856,0.00752827,0.01730409,-0.02248361,88.95,153.41,64.46,1.724676785,0.00563699,-0.00149813
2022-08-05,88.45,153.64,21.77,83.76,104.99,34.66,27.79,59.01,42.28,0.01434778,0.01640564,0.01387626,0.01334074,0.00630616,0.02069743,0.01888905,0.02661787,0.02466305,88.45,153.64,65.19,1.737026569,0.01434778,0.01640564
2022-08-04,87.19,151.14,21.47,82.65,104.33,33.95,27.27,57.46,41.25,-0.04298962,-0.02753844,-0.06404352,-0.0340185,-0.03281147,-0.04576997,-0.04165773,-0.05962086,-0.03665332,87.19,151.14,63.95,1.733455672,-0.04298962,-0.02753844
2022-08-03,91.02,155.36,22.89,85.51,107.81,35.54,28.43,60.99,42.79,-0.03295992,-0.02403931,-0.04234115,-0.0234625,-0.0469289,-0.03184542,-0.00596179,-0.0646,0.02149604,91.02,155.36,64.34,1.706877609,-0.03295992,-0.02403931
2022-08-02,94.07,159.14,23.88,87.54,112.99,36.69,28.6,65.06,41.88,-0.00434899,-0.00857193,-0.00459579,0.00057133,0.02092725,0.00793546,0.01443941,-0.00260956,-0.01021508,94.07,159.14,65.07,1.691718933,-0.00434899,-0.00857193
2022-08-01,94.48,160.51,23.99,87.49,110.65,36.4,28.19,65.23,42.31,-0.0256009,-0.02016782,-0.03320658,-0.01711187,-0.00108391,-0.01715962,-0.03862021,-0.00794019,-0.03984776,94.48,160.51,66.03,1.698878069,-0.0256009,-0.02016782
2022-07-29,96.93,163.78,24.8,89.0,110.77,37.03,29.3,65.75,44.03,0.04526805,0.08529214,0.03487533,0.01118593,0.01144011,0.03629763,0.02278317,0.04845562,0.02950202,96.93,163.78,66.85,1.68967296,0.04526805,0.08529214
2022-07-28,92.64,150.39,23.95,88.01,109.51,35.71,28.64,62.64,42.75,0.01161731,0.00754217,0.00292704,-0.00374256,-0.01800872,-0.01721308,-0.00869117,-0.0022325,-0.06102358,92.64,150.39,57.75,1.623380829,0.01161731,0.00754217
2022-07-27,91.57,149.26,23.88,88.34,111.5,36.33,28.89,62.78,45.44,0.02141362,0.01308266,0.04146779,0.02742727,0.03532517,0.02029821,0.02986345,0.01137377,-0.00285683,91.57,149.26,57.69,1.630009829,0.02141362,0.01308266
2022-07-26,89.63,147.32,22.91,85.95,107.63,35.6,28.04,62.07,45.57,-0.00389734,-0.00784318,-0.01171634,-0.01489721,-0.01557994,-0.01588441,-0.01346106,-0.03700612,0.01303166,89.63,147.32,57.69,1.643646101,-0.00389734,-0.00784318
2022-07-25,89.98,148.48,23.18,87.24,109.32,36.17,28.42,64.41,44.98,0.03276019,0.02931839,0.06367608,0.03155644,0.04969617,0.03088398,0.03436272,0.05341191,0.06308708,89.98,148.48,58.5,1.650144477,0.03276019,0.02931839
2022-07-22,87.08,144.19,21.75,84.53,104.02,35.07,27.46,61.06,42.23,-0.00766463,-0.00835669,-0.0186751,-0.0080123,-0.00124898,0.04192754,-0.02446165,-0.0152774,-0.00496044,87.08,144.19,57.11,1.655833716,-0.00766463,-0.00835669
2022-07-21,87.75,145.4,22.16,85.21,104.15,33.63,28.14,62.0,42.44,-0.01683751,-0.00767337,-0.03372103,-0.01906369,-0.04808123,-0.01505119,-0.03902934,-0.02469261,0.02941037,87.75,145.4,57.65,1.656980057,-0.01683751,-0.00767337
2022-07-20,89.24,146.52,22.92,86.85,109.28,34.14,29.26,63.55,41.21,0.01092907,0.01312147,0.01760609,0.0167193,0.00495368,-0.00234055,-0.00681202,0.0115535,0.05153598,89.24,146.52,57.28,1.641864635,0.01092907,0.01312147
2022-07-19,88.27,144.61,22.52,85.41,108.74,34.22,29.46,62.82,39.14,0.02489089,0.03540255,0.04310034,0.03163918,0.02260036,0.03237105,0.02092342,0.04509595,0.03324982,88.27,144.61,56.34,1.638268948,0.02489089,0.03540255
2022-07-18,86.1,139.58,21.57,82.75,106.31,33.13,28.85,60.05,37.86,0.01828462,0.01392368,0.03394951,0.01350468,0.01631141,0.02537199,0.03491802,0.02256748,0.03330061,86.1,139.58,53.48,1.621138211,0.01828462,0.01392368
2022-07-15,84.54,137.65,20.85,81.64,104.59,32.3,27.86,58.71,36.62,0.01669886,0.01250062,0.02132897,0.03858397,0.03710802,0.03049113,0.01884114,0.02553183,0.01374781,84.54,137.65,53.11,1.628223326,0.01669886,0.01250062
2022-07-14,83.14,135.94,20.41,78.55,100.78,31.33,27.34,57.23,36.12,-0.0202412,-0.01496761,-0.01603923,-0.01390667,-0.01584913,-0.03018148,-0.03451097,-0.01353717,-0.01483951,83.14,135.94,52.8,1.63507337,-0.0202412,-0.01496761
2022-07-13,84.84,137.99,20.74,79.65,102.39,32.29,28.3,58.01,36.66,0.0040156,-0.00671701,0.00386474,-0.01073936,-0.02383708,-0.0135345,-0.01054491,0.01109389,0.06392042,84.84,137.99,53.15,1.626473362,0.0040156,-0.00671701
2022-07-12,84.5,138.92,20.66,80.51,104.86,32.73,28.6,57.37,34.39,-0.01340093,-0.01847216,-0.03144614,-0.01540673,-0.02755876,-0.0193652,-0.02622649,-0.03679087,-0.00493112,84.5,138.92,54.42,1.644023669,-0.01340093,-0.01847216
2022-07-11,85.64,141.51,21.32,81.76,107.79,33.37,29.36,59.52,34.56,-0.00512463,-0.00886456,-0.0185879,-0.00305306,0.00707572,-0.02807098,-0.01621657,-0.01913695,0.0104713,85.64,141.51,55.87,1.652382064,-0.00512463,-0.00886456
2022-07-08,86.08,142.77,21.72,82.01,107.03,34.32,29.84,60.67,34.2,0.00162772,-0.00523945,-0.00505168,-0.00644183,0.00646766,-0.00174673,-0.0016742,-0.01309991,-0.00989243,86.08,142.77,56.69,1.65857342,0.00162772,-0.00523945
2022-07-07,85.94,143.52,21.83,82.54,106.34,34.38,29.89,61.47,34.54,0.03144095,0.01927601,0.05411812,0.03714872,0.04451588,0.04918291,0.05078278,0.03914914,0.08737992,85.94,143.52,57.58,1.670002327,0.03144095,0.01927601
2022-07-06,83.28,140.78,20.68,79.53,101.71,32.73,28.41,59.11,31.65,-0.01820504,-0.01326579,-0.02152678,-0.01075548,-0.01831517,-0.0181658,-0.01675432,0.0,-0.01784923,83.28,140.78,57.5,1.690441883,-0.01820504,-0.01326579
2022-07-05,84.81,142.66,21.13,80.39,103.59,33.33,28.89,59.11,32.22,-0.0317966,-0.02662951,-0.06504123,-0.0483221,-0.04150522,-0.06729125,-0.08426734,-0.02225102,-0.06168296,84.81,142.66,57.85,1.682112958,-0.0317966,-0.02662951
2022-07-01,87.55,146.51,22.55,84.37,107.98,35.65,31.43,60.44,34.27,0.0220576,0.01187834,0.00310904,0.0286146,0.0158689,-0.0030808,0.00222966,0.02614966,-0.00378623,87.55,146.51,58.96,1.673443746,0.0220576,0.01187834
2022-06-30,85.64,144.78,22.48,81.99,106.28,35.76,31.36,58.88,34.4,-0.02854706,-0.01508117,-0.01369582,-0.03110054,-0.02389367,-0.01167653,-0.02581195,-0.00372945,-0.08681756,85.64,144.78,59.14,1.690565156,-0.02854706,-0.01508117
2022-06-29,88.12,146.98,22.79,84.58,108.85,36.18,32.18,59.1,37.52,-0.03763945,-0.01993869,-0.05713404,-0.04925172,-0.06577226,-0.02160029,-0.03090348,-0.04321507,-0.01900796,88.12,146.98,58.86,1.667952792,-0.03763945,-0.01993869
2022-06-28,91.5,149.94,24.13,88.85,116.25,36.97,33.19,61.71,38.24,0.02736558,0.01593257,0.04275784,0.01874522,0.03510361,0.02964807,0.02935093,0.0466049,0.04246866,91.5,149.94,58.44,1.638688525,0.02736558,0.01593257
2022-06-27,89.03,147.57,23.12,87.2,112.24,35.89,32.23,58.9,36.65,0.02421536,0.01915636,0.04738544,0.03500941,0.07692184,0.02339783,0.0405247,0.02370838,0.04349724,89.03,147.57,58.54,1.657531169,0.02421536,0.01915636
2022-06-24,86.9,144.77,22.05,84.2,103.93,35.06,30.95,57.52,35.09,0.01963923,0.01629563,0.00136147,-0.00225399,-0.00575652,0.00228441,0.02984317,0.02517517,0.05717518,86.9,144.77,57.87,1.66593786,0.01963923,0.01629563
2022-06-23,85.21,142.43,22.02,84.39,104.53,34.98,30.04,56.09,33.14,-0.03062584,-0.03748286,-0.04788149,-0.07001143,-0.07906349,-0.07009765,-0.06601463,0.00572145,-0.05689016,85.21,142.43,57.22,1.671517428,-0.03062584,-0.03748286
2022-06-22,87.86,147.87,23.1,90.51,113.13,37.52,32.09,55.77,35.08,-0.04037573,-0.04444294,-0.07503519,-0.05867949,-0.02909613,-0.03406145,-0.04449241,-0.03696303,-0.04786668,87.86,147.87,60.01,1.683018438,-0.04037573,-0.04444294
2022-06-21,91.48,154.59,24.9,95.98,116.47,38.82,33.55,57.87,36.8,0.0603787,0.0409999,0.03058342,0.05867949,0.03521398,0.05779504,0.05703569,0.0385781,0.02364696,91.48,154.59,63.11,1.689877569,0.0603787,0.0409999
2022-06-17,86.12,148.38,24.15,90.51,112.44,36.64,31.69,55.68,35.94,-0.05939439,-0.04674056,-0.06064898,-0.06408267,-0.05451648,-0.04899809,-0.05464834,-0.02009135,-0.07114229,86.12,148.38,62.26,1.722944728,-0.05939439,-0.04674056
2022-06-16,91.39,155.48,25.66,96.5,118.74,38.48,33.47,56.81,38.59,-0.03758226,-0.05493343,-0.08976803,-0.05914837,-0.07743504,-0.07603661,-0.06197698,-0.05928801,-0.06641548,91.39,155.48,64.09,1.701280228,-0.03758226,-0.05493343
2022-06-15,94.89,164.26,28.07,102.38,128.3,41.52,35.61,60.28,41.24,-0.01267099,-0.01983128,-0.02532671,-0.01694874,-0.04160111,-0.04012811,-0.02933248,-0.02958457,0.00999155,94.89,164.26,69.37,1.731057013,-0.01267099,-0.01983128
2022-06-14,96.1,167.55,28.79,104.13,133.75,43.22,36.67,62.09,40.83,0.00260485,0.0013139,0.01399113,0.02617263,0.01612938,-0.02513269,-0.02318163,0.03707774,-0.09879973,96.1,167.55,71.45,1.743496358,0.00260485,0.0013139
2022-06-13,95.85,167.33,28.39,101.44,131.61,44.32,37.53,59.83,45.07,-0.04697517,-0.04710117,-0.06478065,-0.04689186,-0.06543566,-0.06316969,-0.07591442,-0.06534256,-0.06215049,95.85,167.33,71.48,1.745748565,-0.04697517,-0.04710117
2022-06-10,100.46,175.4,30.29,106.31,140.51,47.21,40.49,63.87,47.96,-0.01844325,-0.0120142,-0.03120175,-0.01826875,-0.020429,-0.0195077,-0.04160213,-0.02030291,-0.00229095,100.46,175.4,74.94,1.745968545,-0.01844325,-0.0120142
2022-06-09,102.33,177.52,31.25,108.27,143.41,48.14,42.21,65.18,48.07,-0.02184506,-0.02013173,-0.02152663,-0.01812241,-0.00250714,-0.02927238,-0.01784504,-0.05738852,-0.01854958,102.33,177.52,75.19,1.734779635,-0.02184506,-0.02013173
2022-06-08,104.59,181.13,31.93,110.25,143.77,49.57,42.97,69.03,48.97,0.01173316,0.00514766,-0.00748833,0.00299769,-0.00907051,0.01299511,0.01029249,-0.02178049,-0.01640543,104.59,181.13,76.54,1.731809924,0.01173316,0.00514766
2022-06-07,103.37,180.2,32.17,109.92,145.08,48.93,42.53,70.55,49.78,0.0448124,0.01887853,0.02390803,0.03612507,0.04504409,0.03557317,0.02886307,0.01341344,0.01538492,103.37,180.2,76.83,1.743252394,0.0448124,0.01887853
2022-06-06,98.84,176.83,31.41,106.02,138.69,47.22,41.32,69.61,49.02,-0.00252615,-0.00434501,-0.00855925,0.01482353,0.02386017,-0.0052804,-0.01513179,-0.00972131,0.02123572,98.84,176.83,77.99,1.789053015,-0.00252615,-0.00434501
2022-06-03,99.09,177.6,31.68,104.46,135.42,47.47,41.95,70.29,47.99,0.01443408,0.00904984,0.01526747,0.01407523,0.01338111,0.02495597,0.02193123,0.01418463,-0.01817106,99.09,177.6,78.51,1.792310021,0.01443408,0.00904984
2022-06-02,97.67,176.0,31.2,103.0,133.62,46.3,41.04,69.3,48.87,-0.00173904,-0.00181653,-0.00575265,-0.00174605,0.00804002,-0.00817385,-0.00873368,-0.01603241,-0.01885127,97.67,176.0,78.33,1.80198628,-0.00173904,-0.00181653
2022-06-01,97.84,176.32,31.38,103.18,132.55,46.68,41.4,70.42,49.8,0.0189853,0.0094593,-0.0015921,0.02323748,0.02250715,0.01554435,0.02197891,0.01588812,0.04266439,97.84,176.32,78.48,1.80212592,0.0189853,0.0094593
2022-05-31,96.0,174.66,31.43,100.81,129.6,45.96,40.5,69.31,47.72,-0.01642684,-0.02051412,0.01152013,-0.00908469,-0.01690871,-0.04779502,-0.02101226,-0.0221169,-0.01476886,96.0,174.66,78.66,1.819375,-0.01642684,-0.02051412
2022-05-27,97.59,178.28,31.07,101.73,131.81,48.21,41.36,70.86,48.43,0.00978229,0.00952469,0.04341359,0.03043995,0.02839417,0.03203646,0.02944275,0.03153931,0.02149723,97.59,178.28,80.69,1.826826519,0.00978229,0.00952469
2022-05-26,96.64,176.59,29.75,98.68,128.12,46.69,40.16,68.66,47.4,0.00352442,0.00670457,0.02518853,-0.00404531,0.00610665,0.03575702,0.03496683,0.03362035,0.01167122,96.64,176.59,79.95,1.827297185,0.00352442,0.00670457
2022-05-25,96.3,175.41,29.01,99.08,127.34,45.05,38.78,66.39,46.85,0.01992725,0.01591759,0.03258302,0.02359058,0.02488699,0.02585866,0.00776602,0.02008283,0.0376254,96.3,175.41,79.11,1.821495327,0.01992725,0.01591759
2022-05-24,94.4,172.64,28.08,96.77,124.21,43.9,38.48,65.07,45.12,0.00541719,0.00534326,-0.00177904,0.01761839,0.00201475,0.00205222,0.00390575,-0.00536441,0.01428596,94.4,172.64,78.24,1.828813559,0.00541719,0.00534326
2022-05-23,93.89,171.72,28.13,95.08,123.96,43.81,38.33,65.42,44.48,0.02185821,0.02297327,0.0314162,0.0136604,0.00793719,0.06336748,0.04345612,0.0335748,0.08513283,93.89,171.72,77.83,1.82894877,0.02185821,0.02297327
2022-05-20,91.86,167.82,27.26,93.79,122.98,41.12,36.7,63.26,40.85,0.00786889,0.00573684,0.01403791,-0.01628632,-0.0103544,0.0065878,0.01759254,-0.01100467,0.00811114,91.86,167.82,75.96,1.826910516,0.00786889,0.00573684
2022-05-19,91.14,166.86,26.88,95.33,124.26,40.85,36.06,63.96,40.52,0.00539085,-0.00716592,0.00410066,-0.00199109,-0.00337431,-0.00683096,0.00166528,-0.00530174,0.00197629,91.14,166.86,75.72,1.830809743,0.00539085,-0.00716592
2022-05-18,90.65,168.06,26.77,95.52,124.68,41.13,36.0,64.3,40.44,-0.01597758,-0.03490664,-0.05769784,-0.0227706,-0.02674845,-0.04329887,-0.05090433,-0.05506533,-0.04897855,90.65,168.06,77.41,1.85394374,-0.01597758,-0.03490664
2022-05-17,92.11,174.03,28.36,97.72,128.06,42.95,37.88,67.94,42.47,0.01267361,0.0058783,0.01348973,0.00657087,0.00218887,0.01903924,0.00821741,0.00324341,0.06593656,92.11,174.03,81.92,1.889371404,0.01267361,0.0058783
2022-05-16,90.95,173.01,27.98,97.08,127.78,42.14,37.57,67.72,39.76,0.02324781,0.03015953,0.0356531,0.0258779,0.02439918,0.033787,0.03991299,0.05524925,0.04002587,90.95,173.01,82.06,1.902253986,0.02324781,0.03015953
