Date,AAPL,AMZN,MRO,CVX,XOM
2015-01-02,27.332500457763672,15.425999641418455,28.600000381469727,112.58000183105467,92.83000183105467
2015-01-05,26.5625,15.10949993133545,27.270000457763672,108.08000183105467,90.29000091552734
2015-01-06,26.565000534057617,14.76449966430664,26.86000061035156,108.02999877929688,89.80999755859375
2015-01-07,26.9375,14.92099952697754,27.190000534057617,107.94000244140624,90.72000122070312
2015-01-08,27.97249984741211,15.02299976348877,27.739999771118164,110.41000366210938,92.2300033569336
2015-01-09,28.002500534057617,14.846500396728516,27.64999961853028,108.20999908447266,92.0999984741211
2015-01-12,27.3125,14.570500373840332,26.239999771118164,105.87999725341795,90.33000183105467
2015-01-13,27.55500030517578,14.737000465393066,25.88999938964844,104.1999969482422,90.0
2015-01-14,27.450000762939453,14.66349983215332,25.959999084472656,103.9000015258789,89.73999786376953
2015-01-15,26.70499992370605,14.34749984741211,25.46999931335449,102.66999816894533,88.95999908447266
2015-01-16,26.497499465942383,14.536999702453612,26.600000381469727,105.12000274658205,91.12000274658205
2015-01-20,27.18000030517578,14.472000122070312,25.940000534057617,106.47000122070312,91.08999633789062
2015-01-21,27.387500762939453,14.862500190734863,26.59000015258789,108.16000366210938,91.87000274658205
2015-01-22,28.100000381469727,15.515999794006348,26.82999992370605,108.91999816894533,92.87000274658205
2015-01-23,28.2450008392334,15.619500160217283,26.520000457763672,106.8499984741211,90.88999938964844
2015-01-26,28.27499961853028,15.482999801635742,27.270000457763672,108.87999725341795,91.76000213623048
2015-01-27,27.28499984741211,15.337499618530272,26.96999931335449,108.26000213623048,90.9499969482422
2015-01-28,28.82749938964844,15.195500373840332,25.549999237060547,103.70999908447266,87.94999694824219
2015-01-29,29.725000381469727,15.58899974822998,25.56999969482422,103.0,87.58000183105469
2015-01-30,29.290000915527344,17.726499557495117,26.600000381469727,102.52999877929688,87.41999816894531
2015-02-02,29.65749931335449,18.223499298095703,27.89999961853028,106.05999755859376,89.58000183105469
2015-02-03,29.662500381469727,18.177499771118164,28.790000915527344,109.52999877929688,92.25
2015-02-04,29.88999938964844,18.237499237060547,27.979999542236328,108.3499984741211,91.45999908447266
2015-02-05,29.98500061035156,18.694499969482425,28.3799991607666,109.30999755859376,92.36000061035156
2015-02-06,29.732500076293945,18.714000701904297,27.959999084472656,109.61000061035156,91.5
2015-02-09,29.93000030517578,18.527999877929688,28.309999465942383,110.43000030517578,91.55999755859376
2015-02-10,30.5049991607666,18.64999961853028,28.3799991607666,110.18000030517578,91.01000213623048
2015-02-11,31.21999931335449,18.756999969482425,28.07999992370605,109.9800033569336,90.5999984741211
2015-02-12,31.614999771118164,18.85849952697754,28.780000686645508,110.86000061035156,92.37000274658205
2015-02-13,31.770000457763672,19.09149932861328,29.489999771118164,112.77999877929688,93.37000274658205
2015-02-17,31.957500457763672,18.771499633789062,29.6299991607666,112.4000015258789,93.0500030517578
2015-02-18,32.18000030517578,18.668500900268555,29.020000457763672,110.44000244140624,91.01000213623048
2015-02-19,32.11249923706055,18.950000762939453,29.01000022888184,108.3499984741211,89.44000244140625
2015-02-20,32.375,19.183000564575195,28.46999931335449,108.5999984741211,89.91999816894531
2015-02-23,33.25,19.006999969482425,28.540000915527344,107.86000061035156,89.01000213623047
2015-02-24,33.04249954223633,18.929500579833984,28.82999992370605,107.95999908447266,89.41999816894531
2015-02-25,32.1974983215332,19.26849937438965,29.059999465942383,108.58000183105467,89.5999984741211
2015-02-26,32.60499954223633,19.239999771118164,28.0,107.05999755859376,88.6500015258789
2015-02-27,32.1150016784668,19.007999420166016,27.86000061035156,106.68000030517578,88.54000091552734
2015-03-02,32.272499084472656,19.28300094604492,27.670000076293945,105.9000015258789,88.04000091552734
2015-03-03,32.34000015258789,19.230499267578125,27.739999771118164,105.16000366210938,87.62000274658203
2015-03-04,32.1349983215332,19.13599967956543,27.61000061035156,105.16000366210938,87.18000030517578
2015-03-05,31.602500915527344,19.39150047302246,27.34000015258789,104.7300033569336,86.73999786376953
2015-03-06,31.64999961853028,19.004499435424805,26.780000686645508,103.5500030517578,85.62999725341797
2015-03-09,31.78499984741211,18.92799949645996,26.299999237060547,103.9499969482422,85.16000366210938
2015-03-10,31.127500534057617,18.475500106811523,25.81999969482422,102.91000366210938,84.26000213623047
2015-03-11,30.559999465942383,18.318500518798828,25.790000915527344,103.54000091552734,84.0199966430664
2015-03-12,31.112499237060547,18.71199989318848,25.61000061035156,102.41999816894533,84.22000122070312
2015-03-13,30.897499084472656,18.52899932861328,25.780000686645508,101.62000274658205,83.87000274658203
2015-03-16,31.237499237060547,18.667499542236328,26.01000022888184,103.12999725341795,84.76000213623047
2015-03-17,31.76000022888184,18.59600067138672,25.559999465942383,103.16999816894533,84.08000183105469
2015-03-18,32.11750030517578,18.756999969482425,26.34000015258789,106.6999969482422,86.06999969482422
2015-03-19,31.875,18.66200065612793,25.690000534057617,104.75,84.41000366210938
2015-03-20,31.475000381469727,18.92449951171875,26.18000030517578,107.02999877929688,84.54000091552734
2015-03-23,31.802499771118164,18.75550079345703,25.90999984741211,105.91999816894533,85.43000030517578
2015-03-24,31.67250061035156,18.70450019836425,25.89999961853028,104.1999969482422,84.5199966430664
2015-03-25,30.84499931335449,18.54800033569336,26.40999984741211,105.66999816894533,84.86000061035156
2015-03-26,31.059999465942383,18.36750030517578,26.3799991607666,105.25,84.31999969482422
2015-03-27,30.8125,18.527999877929688,25.89999961853028,104.27999877929688,83.58000183105469
2015-03-30,31.592500686645508,18.72949981689453,26.43000030517578,106.9000015258789,85.62999725341797
2015-03-31,31.107500076293945,18.604999542236328,26.11000061035156,104.9800033569336,85.0
2015-04-01,31.0625,18.51300048828125,26.63999938964844,104.79000091552734,84.45999908447266
2015-04-02,31.32999992370605,18.612499237060547,27.06999969482422,105.27999877929688,84.30000305175781
2015-04-06,31.83749961853028,18.85199928283692,27.89999961853028,106.91999816894533,85.12999725341797
2015-04-07,31.502500534057617,18.72050094604492,28.15999984741211,108.54000091552734,85.75
2015-04-08,31.39999961853028,19.059999465942383,27.959999084472656,106.66000366210938,84.05999755859375
2015-04-09,31.63999938964844,19.177000045776367,28.770000457763672,106.9499969482422,84.6500015258789
2015-04-10,31.77499961853028,19.13249969482422,29.18000030517578,106.91000366210938,85.55999755859375
2015-04-13,31.71249961853028,19.11800003051757,28.89999961853028,106.5,85.33999633789062
2015-04-14,31.575000762939453,19.25550079345703,29.39999961853028,108.83999633789062,86.62999725341797
2015-04-15,31.69499969482422,19.17250061035156,30.700000762939453,110.41000366210938,88.08000183105469
2015-04-16,31.542499542236328,19.302000045776367,30.700000762939453,110.16000366210938,87.7300033569336
2015-04-17,31.1875,18.777999877929688,30.520000457763672,109.11000061035156,86.93000030517578
2015-04-20,31.89999961853028,19.475500106811523,30.96999931335449,110.29000091552734,87.23999786376953
2015-04-21,31.727500915527344,19.55900001525879,30.1299991607666,109.7300033569336,86.87999725341797
2015-04-22,32.154998779296875,19.489999771118164,30.350000381469727,109.5,87.45999908447266
2015-04-23,32.41749954223633,19.499500274658203,30.549999237060547,109.97000122070312,87.54000091552734
2015-04-24,32.56999969482422,22.2549991607666,30.32999992370605,109.87000274658205,86.97000122070312
2015-04-27,33.162498474121094,21.92799949645996,30.40999984741211,109.6999969482422,87.01000213623047
2015-04-28,32.63999938964844,21.465499877929688,30.71999931335449,111.12000274658205,87.80000305175781
2015-04-29,32.15999984741211,21.4685001373291,31.190000534057617,111.7300033569336,87.87000274658203
2015-04-30,31.287500381469727,21.089000701904297,31.100000381469727,111.05999755859376,87.37000274658203
2015-05-01,32.23749923706055,21.14349937438965,30.770000457763672,109.04000091552734,88.8499984741211
2015-05-04,32.17499923706055,21.152000427246094,31.07999992370605,108.31999969482422,89.11000061035156
2015-05-05,31.450000762939453,21.059499740600582,29.96999931335449,108.0,88.61000061035156
2015-05-06,31.252500534057617,20.95499992370605,29.809999465942383,107.9499969482422,88.19000244140625
2015-05-07,31.315000534057617,21.3439998626709,28.920000076293945,107.56999969482422,87.5999984741211
2015-05-08,31.905000686645508,21.684499740600582,29.309999465942383,108.6500015258789,88.98999786376953
2015-05-11,31.57999992370605,21.64249992370605,28.39999961853028,107.36000061035156,86.77999877929688
